Site.Name,Add,Site...GP.NHS.VHC.Covid.Clinic,Region,lon,lat
TOLLCROSS MEDICAL CENTRE,G32 8UH,Primary Care Delivery Site,GGC,-4.1716004,55.8435581
DR M P HAMAYUN & DR M R MASOOD,G40 2DA,Primary Care Delivery Site,GGC,-4.2278723,55.8524643
DRS CONNAUGHTON & SUDOMIR,G40 2DA,Primary Care Delivery Site,GGC,-4.2278723,55.8524643
DR M SALEEM,G40 2DA,Primary Care Delivery Site,GGC,-4.2278723,55.8524643
NEWHILLS MEDICAL PRACTICE,G34 9HQ,Primary Care Delivery Site,GGC,-4.1259612,55.8689173
THE WHITEVALE MEDICAL GROUP,G31 1QS,Primary Care Delivery Site,GGC,-4.2168405,55.8570944
DALMARNOCK FAMILY MEDICAL PRACTICE,G40 2DA,Primary Care Delivery Site,GGC,-4.2278723,55.8524643
HOMELESS HEALTH & RESOURCE SERVICES,G4 0UP,Primary Care Delivery Site,GGC,-4.2323229,55.8590252
PRACTICE B,G42 7DR,Primary Care Delivery Site,GGC,-4.2578235,55.8372148
SHEDDENS MEDICAL PRACTICE,G76 7BU,Primary Care Delivery Site,GGC,-4.2746813,55.7853786
MERRYLEE MEDICAL CENTRE,G44 3DH,Primary Care Delivery Site,GGC,-4.2664584,55.8146142
BUTTERBIGGINS MEDICAL CENTRE,G42 7AF,Primary Care Delivery Site,GGC,-4.2596367,55.8403899
QUEENS PARK MEDICAL PRACTICE,G42 8QD,Primary Care Delivery Site,GGC,-4.2711801,55.8356566
MEARNS MEDICAL CENTRE,G77 5BQ,Primary Care Delivery Site,GGC,-4.3303632,55.7723097
DR LINDA J WRIGHT,G42 0EH,Primary Care Delivery Site,GGC,-4.2342311,55.828245
BROOMBURN MEDICAL CENTRE,G77 5LU,Primary Care Delivery Site,GGC,-4.3138148,55.7750311
GREENLAW MEDICAL PRACTICE,G77 6GR,Primary Care Delivery Site,GGC,-4.3470629,55.7827501
"DRS GORDON, BEST & MCINTYRE",G5 9AB,Primary Care Delivery Site,GGC,-4.2527632,55.8482991
CAROLSIDE MEDICAL CENTRE,G76 7BX,Primary Care Delivery Site,GGC,-4.2752489,55.7874532
THE MACLEAN MEDICAL PRACTICE,G76 7HN,Primary Care Delivery Site,GGC,-4.2824505,55.7933143
REGENCY MEDICAL PRACTICE,G41 1NX,Primary Care Delivery Site,GGC,-4.2745211,55.8452832
CASTLEMILK GROUP PRACTICE,G45 9AW,Primary Care Delivery Site,GGC,-4.2349391,55.8057908
THE KER PRACTICE,G44 5JT,Primary Care Delivery Site,GGC,-4.2420467,55.8097865
KINGSPARK SURGERY,G44 4JE,Primary Care Delivery Site,GGC,-4.2365971,55.8191158
WILLIAMWOOD PRACTICE,G76 7NW,Primary Care Delivery Site,GGC,-4.2876318,55.7940718
MIDLOCK MEDICAL CENTRE,G51 1SL,Primary Care Delivery Site,GGC,-4.2993427,55.8520025
THURSTON ROAD MEDICAL PRACTICE,G52 2AZ,Primary Care Delivery Site,GGC,-4.3572331,55.8507626
BRAIDCRAFT MEDICAL CENTRE,G53 5QD,Primary Care Delivery Site,GGC,-4.3408769,55.832228
THE CRESCENT MEDICAL PRACTICE,G51 1AT,Primary Care Delivery Site,GGC,-4.2953776,55.8522294
THE DAVID ELDER MEDICAL PRACTICE,G51 4BJ,Primary Care Delivery Site,GGC,-4.3264758,55.8603538
DR FERGUSON & PARTNERS,G41 1HU,Primary Care Delivery Site,GGC,-4.2792444,55.852835
DR RAHEELA BHATTI,G46 8DH,Primary Care Delivery Site,GGC,-4.3308639,55.8065969
WAVERLEY PARK MEDICAL PRACTICE,G41 3UJ,Primary Care Delivery Site,GGC,-4.2860583,55.8317408
DR MCKEEVE,G41 1HU,Primary Care Delivery Site,GGC,-4.2792444,55.852835
DRS MCCOLL & MCLAUGHLIN,G46 8NY,Primary Care Delivery Site,GGC,-4.3184491,55.8071462
DR ALAM'S SURGERY,G41 1HU,Primary Care Delivery Site,GGC,-4.2792444,55.852835
YELLOW PRACTICE,G51 4BJ,Primary Care Delivery Site,GGC,-4.3264758,55.8603538
CROOKSTON MEDICAL PRACTICE,G53 7FY,Primary Care Delivery Site,GGC,-4.3595984,55.8294256
POLLOKSHAWS MEDICAL CENTRE,G43 1RR,Primary Care Delivery Site,GGC,-4.2964329,55.8265054
ALCLUITH PRACTICE,G82 1PW,Primary Care Delivery Site,GGC,-4.573936,55.9461855
LEVENSIDE MEDICAL PRACTICE,G82 1PW,Primary Care Delivery Site,GGC,-4.573936,55.9461855
DR K N LYNN & DR J M MCDEVITT,G82 1PW,Primary Care Delivery Site,GGC,-4.573936,55.9461855
DR STEPHEN H DUNN & PARTNERS,G82 1PW,Primary Care Delivery Site,GGC,-4.573936,55.9461855
THE LENNOX PRACTICE,G83 0UA,Primary Care Delivery Site,GGC,-4.5918073,55.9930791
OAK VIEW MEDICAL PRACTICE,G83 0UA,Primary Care Delivery Site,GGC,-4.5918073,55.9930791
GOUROCK MEDICAL PRACTICE,PA19 1AQ,Primary Care Delivery Site,GGC,-4.8163497,55.9612209
ARDGOWAN MEDICAL PRACTICE,PA16 8HW,Primary Care Delivery Site,GGC,-4.76794,55.9488804
MOUNT PLEASANT PRACTICE,PA15 4DG,Primary Care Delivery Site,GGC,-4.7692799,55.9463335
DRS E MANASSES & PARTNERS,PA13 4LE,Primary Care Delivery Site,GGC,-4.6279752,55.8934247
"DR HOGAN, ALLEN & QUINN",PA15 4LY,Primary Care Delivery Site,GGC,-4.7666059,55.9458993
NEWARK MEDICAL PRACTICE,PA14 5EW,Primary Care Delivery Site,GGC,-4.6860742,55.9344154
THE ROXBURGH PRACTICE,PA15 4DG,Primary Care Delivery Site,GGC,-4.7692799,55.9463335
GLENIFFER MEDICAL GROUP,G78 1SW,Primary Care Delivery Site,GGC,-4.3894942,55.8018851
THE OAKS MEDICAL PRACTICE,G78 1SW,Primary Care Delivery Site,GGC,-4.3894942,55.8018851
BISHOPTON MEDICAL PRACTICE,PA7 5AW,Primary Care Delivery Site,GGC,-4.5011709,55.9044441
STRATHGRYFFE MEDICAL PRACTICE,PA6 7AR,Primary Care Delivery Site,GGC,-4.5404295,55.8713554
LEVERN MEDICAL GROUP,G78 1SW,Primary Care Delivery Site,GGC,-4.3894942,55.8018851
BRIDGEWATER MEDICAL CENTRE,PA8 7AF,Primary Care Delivery Site,GGC,-4.4484779,55.9050903
LUDOVIC MEDICAL PRACTICE,PA5 8EY,Primary Care Delivery Site,GGC,-4.513918,55.8341508
RAVENSWOOD SURGERY,PA5 8SU,Primary Care Delivery Site,GGC,-4.5176285,55.8364567
DR CASSIDY & PARTNERS,PA5 8PZ,Primary Care Delivery Site,GGC,-4.515073,55.833489
DR RICHMOND & PARTNERS,PA3 3DB,Primary Care Delivery Site,GGC,-4.4892569,55.8480986
MISTYLAW MEDICAL PRACTICE,PA12 4AH,Primary Care Delivery Site,GGC,-4.6307064,55.7940906
THE CHARLESTON SURGERY,PA2 6LR,Primary Care Delivery Site,GGC,-4.4234551,55.8378905
ANCHOR MILL MEDICAL PRACTICE,PA1 1UB,Primary Care Delivery Site,GGC,-4.4219067,55.8414982
KING STREET SURGERY,PA1 2PS,Primary Care Delivery Site,GGC,-4.4395679,55.8444746
THE CONSULTING ROOMS,PA2 6LW,Primary Care Delivery Site,GGC,-4.4238601,55.8374691
THE GREENLAW PRACTICE,PA3 4AD,Primary Care Delivery Site,GGC,-4.4201284,55.8486065
THE MIRIN PRACTICE,PA1 3QS,Primary Care Delivery Site,GGC,-4.4150278,55.8472507
THE LOVE STREET MEDICAL CENTRE,PA3 2DY,Primary Care Delivery Site,GGC,-4.4260633,55.8502692
THE BARONY PRACTICE,PA3 4AD,Primary Care Delivery Site,GGC,-4.4201284,55.8486065
ABBEY MEDICAL CENTRE,PA1 1SU,Primary Care Delivery Site,GGC,-4.4180821,55.8406117
BRAEHEAD MEDICAL PRACTICE,PA4 8RU,Primary Care Delivery Site,GGC,-4.3838738,55.8813911
CLYDEVIEW MEDICAL PRACTICE,PA4 8RU,Primary Care Delivery Site,GGC,-4.3838738,55.8813911
KINGSINCH MEDICAL PRACTICE,PA4 8RU,Primary Care Delivery Site,GGC,-4.3838738,55.8813911
WESTFIELD MEDICAL PRACTICE,PA5 8PZ,Primary Care Delivery Site,GGC,-4.515073,55.833489
BARGARRAN MEDICAL PRACTICE,PA8 6BS,Primary Care Delivery Site,GGC,-4.465197,55.9083606
GLASGOW WEST MEDICAL PRACTICE,G14 9PS,Primary Care Delivery Site,GGC,-4.340812,55.8752527
THE SURGERY,KA7 2AQ,Primary Care Delivery Site,GGC,-4.6354414,55.459338
DR FERGUSON & PARTNERS,G41 1HU,Primary Care Delivery Site,GGC,-4.2792444,55.852835
THE SURGERY,KA7 2AQ,Primary Care Delivery Site,GGC,-4.6354414,55.459338
THE SURGERY,KA7 2AQ,Primary Care Delivery Site,GGC,-4.6354414,55.459338
STRATHGRYFFE MEDICAL PRACTICE,PA6 7AR,Primary Care Delivery Site,GGC,-4.5404295,55.8713554
COCHRANE MEDICAL PRACTICE,PA15 4LY,Primary Care Delivery Site,GGC,-4.7666059,55.9458993
THE CRESCENT MEDICAL PRACTICE,G51 1AT,Primary Care Delivery Site,GGC,-4.2953776,55.8522294
THURSO & HALKIRK MEDICAL PRACTICE,KW14 7DH,Primary Care Delivery Site,GGC,-3.5258433,58.5915296
"Topps Tiles, Unit 7, Edgar Road, ELGIN",IV30 6RP,Covid-19 Vaccination Clinic,Highland,-3.3159188,57.6411104
Cowal Community Hospital,PA23 7RL,NHS Vaccination Centre,Highland,-4.9276866,55.9569345
Campbeltown Hospital,PA28 6LE,Covid-19 Vaccination Clinic,Highland,-5.6067914,55.4214101
Tiree Surgery Baugh House,PA77 6UN,Covid-19 Vaccination Clinic,Highland,-6.8438156,56.4947506
Lorn & Islands Hospital,PA34 4HH,Covid-19 Vaccination Clinic,Highland,-5.4749162,56.4004045
Mull and Iona Community Hospital,PA65 6BH,Covid-19 Vaccination Clinic,Highland,-5.7158446,56.4794204
Mid Argyll Community Hospital and Integrated Care Centre,PA31 8JZ,Covid-19 Vaccination Clinic,Highland,-5.4229455,56.0403479
Raigmore Chapel,IV2 3UJ,Covid-19 Vaccination Clinic,Highland,-4.1924701,57.4738072
Belford OPD,PH33 6BS,NHS Vaccination Centre,Highland,-5.1047009,56.8194097
AECU Caithness General Hospital,KW1 5NS,NHS Vaccination Centre,Highland,-3.095744,58.4413288
ACU Caithness General Hospital,KW1 5NS,NHS Vaccination Centre,Highland,-3.095744,58.4413288
"Treatment Centre, New Craigs Hospital",IV3 8PJ,Covid-19 Vaccination Clinic,Highland,-4.2696303,57.468775
RNI - Dayroom,IV3 5SF,NHS Vaccination Centre,Highland,-4.2315708,57.4706319
NAIRN HEALTHCARE GROUP,IV12 5EE,Primary Care Delivery Site,Highland,-3.8725597,57.5781091
DUNBEATH SURGERY,KW6 6EZ,Primary Care Delivery Site,Highland,-3.4393359,58.2465942
CANISBAY & CASTLETOWN JOINT MEDICAL PRACTICE,KW14 8TY,Primary Care Delivery Site,Highland,-3.3896688,58.5915022
LYBSTER MEDICAL CENTRE,KW3 6BQ,Primary Care Delivery Site,Highland,-3.2858442,58.3019102
RIVERVIEW MEDICAL PRACTICE,KW1 5EL,Primary Care Delivery Site,Highland,-3.0883278,58.441365
THE PEARSON PRACTICE,KW1 5EL,Primary Care Delivery Site,Highland,-3.0883278,58.441365
ARMADALE MEDICAL PRACTICE,KW14 7SA,Primary Care Delivery Site,Highland,-4.0856268,58.5511958
DORNOCH MEDICAL PRACTICE,IV25 3LS,Primary Care Delivery Site,Highland,-4.0281295,57.8782362
GOLSPIE MEDICAL PRACTICE,KW10 6TH,Primary Care Delivery Site,Highland,-3.9772392,57.9744689
LAIRG HEALTH CENTRE,IV27 4DD,Primary Care Delivery Site,Highland,-4.3971813,58.0235343
ASSYNT MEDICAL PRACTICE,IV27 4JZ,Primary Care Delivery Site,Highland,-5.2391699,58.153964
TONGUE MEDICAL PRACTICE,IV27 4XB,Primary Care Delivery Site,Highland,-4.4174648,58.477614
HELMSDALE/BRORA MED PRACTICE,KW9 6QJ,Primary Care Delivery Site,Highland,-3.852834,58.0123954
CREICH SURGERY,IV24 3EP,Primary Care Delivery Site,Highland,-4.3435271,57.8898563
ALNESS/INVERGORDON MED PRCTE,IV17 0UN,Primary Care Delivery Site,Highland,-4.2482123,57.6950324
APPLECROSS,IV54 8LS,Primary Care Delivery Site,Highland,-5.8205977,57.4267109
AULTBEA/GAIRLOCH MED PRACTICE,IV22 2HU,Primary Care Delivery Site,Highland,-5.5772099,57.8358439
DINGWALL MEDICAL GROUP,IV15 9QS,Primary Care Delivery Site,Highland,-4.4180068,57.5938658
FORTROSE MEDICAL PRACTICE,IV10 8SY,Primary Care Delivery Site,Highland,-4.1320641,57.581973
LOCHCARRON MEDICAL PARTNERSHIP,IV54 8YD,Primary Care Delivery Site,Highland,-5.4972581,57.3988147
MUNLOCHY MEDICAL PRACTICE,IV8 8NG,Primary Care Delivery Site,Highland,-4.2609682,57.5504021
STRATHPEFFER MEDICAL PRACTICE,IV14 9AG,Primary Care Delivery Site,Highland,-4.5436843,57.5859332
TAIN & DISTRICT MED GROUP,IV19 1EU,Primary Care Delivery Site,Highland,-4.0645875,57.8093121
TAIN & FEARN AREA MED PRACTICE,IV19 1EU,Primary Care Delivery Site,Highland,-4.0645875,57.8093121
TORRIDON MEDICAL PRACTICE,IV22 2EZ,Primary Care Delivery Site,Highland,-5.5130136,57.5467846
ULLAPOOL HEALTH CENTRE,IV26 2XL,Primary Care Delivery Site,Highland,-5.1575257,57.9020819
CARBOST MEDICAL PRACTICE,IV47 8ST,Primary Care Delivery Site,Highland,-6.3392399,57.2962461
DUNVEGAN MEDICAL PRACTICE,IV55 8GU,Primary Care Delivery Site,Highland,-6.566745,57.4286788
GLENELG HEALTH CENTRE,IV40 8JD,Primary Care Delivery Site,Highland,-5.6196202,57.2135866
KYLE MEDICAL PRACTICE,IV40 8AE,Primary Care Delivery Site,Highland,-5.715217,57.2807926
PORTREE MEDICAL PRACTICE,IV51 9BZ,Primary Care Delivery Site,Highland,-6.192318,57.4112752
CRAIG NEVIS SURGERY - FORT WILLIAM,PH33 7AQ,Primary Care Delivery Site,Highland,-5.0785975,56.8392657
GLEN MOR MEDICAL PRACTICE - FORT WILLIAM,PH33 7AQ,Primary Care Delivery Site,Highland,-5.0785975,56.8392657
TWEEDDALE MEDICAL PRACTICE - FORT WILLIAM,PH33 7AQ,Primary Care Delivery Site,Highland,-5.0785975,56.8392657
CROMARTY MEDICAL PRACTICE,IV11 8YF,Primary Care Delivery Site,Highland,-4.0368574,57.6813798
KINLOCHLEVEN MEDICAL PRACTICE,PH50 4QU,Primary Care Delivery Site,Highland,-4.9639775,56.7163935
LOCHALINE MEDICAL PRACTICE,PA80 5XT,Primary Care Delivery Site,Highland,-5.7791206,56.5387126
ACHARACLE MEDICAL PRACTICE,PH36 4JU,Primary Care Delivery Site,Highland,-5.8031788,56.7479378
SMALL ISLES MEDICAL PRACTICE - ISLE OF EIGG,PH42 4RL,Primary Care Delivery Site,Highland,-6.1427262,56.9018576
THE AIRD MEDICAL PRACTICE - BEAULY,IV4 7EA,Primary Care Delivery Site,Highland,-4.458931,57.4826469
CROYARD ROAD - BEAULY,IV4 7DT,Primary Care Delivery Site,Highland,-4.4597416,57.4845271
DRUMNADROCHIT MEDICAL PRACTICE,IV63 6UL,Primary Care Delivery Site,Highland,-4.4755711,57.3285866
CILL CHUIMEIN MEDICAL CENTRE - FORT AUGUSTUS,PH32 4BH,Primary Care Delivery Site,Highland,-4.6849881,57.1427602
LOCH NESS EAST AND STRATHNAIRN - FOYERS,IV2 6YB,Primary Care Delivery Site,Highland,-4.494537,57.2539667
CULLODEN SURGERY,IV2 7LL,Primary Care Delivery Site,Highland,-4.1422803,57.4874022
CULLODEN MEDICAL PRACTICE,IV2 7LL,Primary Care Delivery Site,Highland,-4.1422803,57.4874022
KINGSMILLS MEDICAL PRACTICE,IV2 3BG,Primary Care Delivery Site,Highland,-4.217787,57.4743436
FAIRFIELD MEDICAL PRACTICE,IV3 8HH,Primary Care Delivery Site,Highland,-4.237488,57.4817588
RIVERSIDE MEDICAL PRACTICE,KA6 7LX,Primary Care Delivery Site,Highland,-4.5008653,55.3607478
KINMYLIES MEDICAL PRACTICE,IV3 8PB,Primary Care Delivery Site,Highland,-4.2558053,57.4733722
43 SOUTHSIDE ROAD,IV2 4XA,Primary Care Delivery Site,Highland,-4.2195929,57.4716701
BURNFIELD MEDICAL PRACTICE,IV2 3PF,Primary Care Delivery Site,Highland,-4.202224,57.4646158
CROWN MEDICAL PRACTICE,IV2 3NF,Primary Care Delivery Site,Highland,-4.2189838,57.4784019
AVIEMORE MEDICAL PRACTICE,PH22 1SY,Primary Care Delivery Site,Highland,-3.8274204,57.1989458
GRANTOWN-ON-SPEY MEDICAL PRACTICE,PH26 3HR,Primary Care Delivery Site,Highland,-3.6041674,57.3369261
GERGASK SURGERY,PH20 1AH,Primary Care Delivery Site,Highland,-4.2857691,57.0201911
CAIRN MEDICAL PRACTICE,IV2 4AG,Primary Care Delivery Site,Highland,-4.2235693,57.4723368
DUNEDIN MEDICAL PRACTICE,IV2 4TP,Primary Care Delivery Site,Highland,-4.2105612,57.4648922
BALLACHULISH MEDICAL PRACTICE,PH49 4JB,Primary Care Delivery Site,Highland,-5.1308821,56.6768381
SOUTH SKYE MEDICAL PRACTICES,IV49 9AA,Primary Care Delivery Site,Highland,-5.9111663,57.2464355
DR MALCOLM R ELDER,PA28 6QG,Primary Care Delivery Site,Highland,-5.4942396,55.5863704
DR C O'NEILL,PA78 6SY,Primary Care Delivery Site,Highland,-6.5275231,56.6233718
TAYNUILT MEDICAL PRACTICE,PA37 1PH,Primary Care Delivery Site,Highland,-5.3879326,56.4543003
"DRS HALL, BRENNAN & MCLAUGHLIN",PA23 7HW,Primary Care Delivery Site,Highland,-4.9280009,55.9519741
CHURCH STREET SURGERY,PA23 8BG,Primary Care Delivery Site,Highland,-4.9264695,55.9503656
EASDALE MEDICAL PRACTICE,PA34 4TL,Primary Care Delivery Site,Highland,-5.5943798,56.3033368
THE FURNACE/INVERARAY SURGERY,PA32 8XN,Primary Care Delivery Site,Highland,-5.1838847,56.1549111
BOWMORE MEDICAL PRACTICE,PA43 7JD,Primary Care Delivery Site,Highland,-6.2791881,55.7557794
PORT ELLEN SURGERY,PA42 7DR,Primary Care Delivery Site,Highland,-6.1881322,55.6304288
THE RHINNS MEDICAL CENTRE,PA48 7UD,Primary Care Delivery Site,Highland,-6.3790759,55.743098
JURA MEDICAL PRACTICE,PA60 7XG,Primary Care Delivery Site,Highland,-5.9476478,55.8526586
LOCHGILPHEAD MEDICAL CENTRE,PA31 8JZ,Primary Care Delivery Site,Highland,-5.4229455,56.0403479
DR P M R VON KAEHNE,PA24 8AA,Primary Care Delivery Site,Highland,-4.9028858,56.1723003
MULL & IONA MEDICAL GROUP,PA75 6PN,Primary Care Delivery Site,Highland,-6.0753651,56.6199291
LORN MEDICAL CENTRE,PA34 4HE,Primary Care Delivery Site,Highland,-5.4690119,56.4092727
THE BUTE PRACTICE,PA20 9JL,Primary Care Delivery Site,Highland,-5.0557499,55.8306935
DR ROBERT S B COULL,PA27 8BX,Primary Care Delivery Site,Highland,-5.0821035,56.1749783
DR TITTMAR AND PARTNER,PA23 8SE,Primary Care Delivery Site,Highland,-4.9519442,56.0002396
TARBERT MEDICAL PRACTICE,PA29 6TY,Primary Care Delivery Site,Highland,-5.4179448,55.8635518
DR A MACGREGOR & DR N HALLUM,PA21 2BE,Primary Care Delivery Site,Highland,-5.2395756,55.9037936
TIREE MEDICAL PRACTICE,PA77 6UN,Primary Care Delivery Site,Highland,-6.8438156,56.4947506
KINTYRE MEDICAL GROUP,PA29 6XD,Primary Care Delivery Site,Highland,-5.6842183,55.6008985
DR DAVID F TROUP & PARTNER,G83 7AE,Primary Care Delivery Site,Highland,-4.7481265,56.1941589
GARELOCHHEAD MEDICAL CENTRE,G84 0SL,Primary Care Delivery Site,Highland,-4.8339795,56.0838446
MILLIG PRACTICE,G84 7QL,Primary Care Delivery Site,Highland,-4.7301475,56.0043109
DR MCLACHLAN & PARTNERS,G84 7QL,Primary Care Delivery Site,Highland,-4.7301475,56.0043109
KILCREGGAN MEDICAL PRACTICE,G84 0JL,Primary Care Delivery Site,Highland,-4.8182777,55.9859675
TAYNUILT MEDICAL PRACTICE,PA37 1PH,Primary Care Delivery Site,Highland,-5.3879326,56.4543003
TAYNUILT MEDICAL PRACTICE,PA37 1PH,Primary Care Delivery Site,Highland,-5.3879326,56.4543003
ADAM AVENUE PRACTICE,ML6 6DB,Primary Care Delivery Site,Highland,-3.9784436,55.8658785
"Ballerup Hall, East Kilbride",G74 1AB,Covid-19 Vaccination Clinic,Lanarkshire,-4.1750951,55.7619633
"Cambuslang Institute, Cambuslang",G72 8JE,Covid-19 Vaccination Clinic,Lanarkshire,-4.1674569,55.8164718
"Whitehill Community Centre, Hamilton",ML3 0HL,Covid-19 Vaccination Clinic,Lanarkshire,-4.0421581,55.7470739
"Stonehouse Lifestyle Centre, Stonehouse",ML9 3JL,Covid-19 Vaccination Clinic,Lanarkshire,-3.997737,55.6871673
"The Fountain, Lesmahagow",ML11 0HD,Covid-19 Vaccination Clinic,Lanarkshire,-3.8860597,55.6395701
Forth Sports Centre,ML11 8AA,Covid-19 Vaccination Clinic,Lanarkshire,-3.6875824,55.7658184
Carnwath Community Hall,ML11 8JY,Covid-19 Vaccination Clinic,Lanarkshire,-3.6316713,55.6995181
Coalburn Leisure Centre,ML12 6SD,Covid-19 Vaccination Clinic,Lanarkshire,-3.6918629,55.4932701
Abington Community Hall,ML11 0LP,Covid-19 Vaccination Clinic,Lanarkshire,-3.8856217,55.5943821
Shotts Sports Centre,ML7 5EP,Covid-19 Vaccination Clinic,Lanarkshire,-3.7895348,55.8229137
Harthill Comm Centre * Harthill,ML7 5EQ,Covid-19 Vaccination Clinic,Lanarkshire,-3.7862296,55.8138406
"Bellshill Cultural Centre*, Bellshill",ML4 1RJ,Covid-19 Vaccination Clinic,Lanarkshire,-4.0228607,55.8183073
Motherwell Concert Hall,ML1 1AB,Covid-19 Vaccination Clinic,Lanarkshire,-3.9828072,55.7839559
"Wishaw Sports Centre, Wishaw",ML2 0HQ,Covid-19 Vaccination Clinic,Lanarkshire,-3.9311404,55.77315
"New Town Hall, Cumbernauld",G67 1DZ,Covid-19 Vaccination Clinic,Lanarkshire,-3.9859627,55.9470326
"Time Capsule, Caotbridge",ML5 1DL,Covid-19 Vaccination Clinic,Lanarkshire,-4.0370106,55.8590539
"Airdrie Town Hall, Airdrie",ML6 0AS,Covid-19 Vaccination Clinic,Lanarkshire,-3.9838916,55.8658447
South Lanarkshire Council Head Quarters,ML3 0EX,Covid-19 Vaccination Clinic,Lanarkshire,-4.0489669,55.7783681
Burnhead Community Centre,G71 5AT,Covid-19 Vaccination Clinic,Lanarkshire,-4.0517453,55.8290979
Gartlea Community Centre,ML6 9PB,Covid-19 Vaccination Clinic,Lanarkshire,-3.9762065,55.858024
Harry Heany Centre,G73 4LJ,Covid-19 Vaccination Clinic,Lanarkshire,-4.2176409,55.8167362
Harry Smith Complex,ML11 7DG,Covid-19 Vaccination Clinic,Lanarkshire,-3.7685904,55.6736455
Murray Owen Centre,G75 9AD,Covid-19 Vaccination Clinic,Lanarkshire,-4.1858694,55.7528383
Old Monkland Community Centre,ML5 5PG,Covid-19 Vaccination Clinic,Lanarkshire,-4.0460292,55.8509775
Pat Cullinan Community Centre,ML1 3PB,Covid-19 Vaccination Clinic,Lanarkshire,-4.0097899,55.7951109
Pather Community Centre,ML2 0HZ,Covid-19 Vaccination Clinic,Lanarkshire,-3.9267439,55.7690312
Shotts Community Facility,ML2 7ET,Covid-19 Vaccination Clinic,Lanarkshire,-3.9145896,55.7900166
University Hospital Hairmyres,G75 8RG,NHS Vaccination Centre,Lanarkshire,-4.2219632,55.7598207
University Hospital Monklands,ML6 0JS,Covid-19 Vaccination Clinic,Lanarkshire,-3.9995873,55.8658781
University Hospital Wishaw,ML2 0DP,Covid-19 Vaccination Clinic,Lanarkshire,-3.9417382,55.7736929
University Hospital Monklands - Ward 5,ML6 0JS,Covid-19 Vaccination Clinic,Lanarkshire,-3.9995873,55.8658781
University Hospital Wishaw - Lecture Theatre,ML2 0DP,Covid-19 Vaccination Clinic,Lanarkshire,-3.9417382,55.7736929
Former Justice of The Peace Court,G67 1DZ,Covid-19 Vaccination Clinic,Lanarkshire,-3.9859627,55.9470326
Gartlea Community Centre,ML6 9PL,Covid-19 Vaccination Clinic,Lanarkshire,-3.9660186,55.8606766
Woodside C-19 Vacs,ML5 5NJ,Covid-19 Vaccination Clinic,Lanarkshire,-4.0482058,55.8525679
Old Monkland Community Centre,ML5 5PG,Covid-19 Vaccination Clinic,Lanarkshire,-4.0460292,55.8509775
Pat Cullinan Community Centre,ML1 3PB,Covid-19 Vaccination Clinic,Lanarkshire,-4.0097899,55.7951109
Shotts Community Facility,ML7 5ET,Covid-19 Vaccination Clinic,Lanarkshire,-3.7926088,55.8192923
Lanark - Harry Smith Complex (Lifestyles),ML11 7DG,Covid-19 Vaccination Clinic,Lanarkshire,-3.7685904,55.6736455
Murray Owen Centre,G75 0RT,Covid-19 Vaccination Clinic,Lanarkshire,-4.1853828,55.7526851
Harry Heaney Centre,G73 4LJ,Covid-19 Vaccination Clinic,Lanarkshire,-4.2176409,55.8167362
Hamilton - Banqueting Hall Council HQ,ML3 0AA,Covid-19 Vaccination Clinic,Lanarkshire,-4.0499188,55.7794935
University Hospital Hairmyres - Ward 18A,G75 8RG,Covid-19 Vaccination Clinic,Lanarkshire,-4.2219632,55.7598207
The State Hospital TSH 22.12.20,ML11 8RP,Covid-19 Vaccination Clinic,Lanarkshire,-3.6513124,55.6958765
BIGGAR HEALTH CENTRE,ML12 6BE,Primary Care Delivery Site,Lanarkshire,-3.5196414,55.6225785
HIGH MILL MEDICAL PRACTICE,ML8 4BA,Primary Care Delivery Site,Lanarkshire,-3.8366762,55.7351834
ST LUKE'S MEDICAL PRACTICE,ML8 4BA,Primary Care Delivery Site,Lanarkshire,-3.8366762,55.7351834
KINGSHILL MEDICAL PRACTICE,ML11 8AJ,Primary Care Delivery Site,Lanarkshire,-3.6857179,55.7650892
DOUGLASDALE MEDICAL PRACTICE,ML11 0PX,Primary Care Delivery Site,Lanarkshire,-3.8473043,55.5557378
MAVOR MEDICAL PRACTICE,G74 1AD,Primary Care Delivery Site,Lanarkshire,-4.1762403,55.7624913
HAMILTON WEST MEDICAL PRACTICE,ML3 9AQ,Primary Care Delivery Site,Lanarkshire,-4.0575396,55.7788629
BOTHWELL MEDICAL CENTRE,G71 8ET,Primary Care Delivery Site,Lanarkshire,-4.0715957,55.8048508
LINCLUDEN MEDICAL CENTRE,G71 7NE,Primary Care Delivery Site,Lanarkshire,-4.0715955,55.8174594
GALLOWHILL MEDICAL CENTRE,ML9 1EX,Primary Care Delivery Site,Lanarkshire,-3.9727499,55.7368199
CALDERSIDE MEDICAL PRACTICE,G72 0BS,Primary Care Delivery Site,Lanarkshire,-4.0927158,55.7904553
VIEWPARK HEALTH CENTRE,G71 5RR,Primary Care Delivery Site,Lanarkshire,-4.0582254,55.8290524
CALEDONIA MEDICAL PRACTICE,G67 1BJ,Primary Care Delivery Site,Lanarkshire,-3.9871936,55.9463657
KILSYTH MEDICAL PARTNERSHIP,G65 9JE,Primary Care Delivery Site,Lanarkshire,-4.0624595,55.9779127
HOULDSWORTH CENTRE (WISHAW),ML2 7LP,Primary Care Delivery Site,Lanarkshire,-3.9205638,55.7749693
